datadog_id,type,description
jobs.auto_sql_stats_compaction.currently_running,gauge,Number of auto_sql_stats_compaction jobs currently running in Resume or OnFailOrCancel state
jobs.auto_sql_stats_compaction.expired_pts_records.count,count,Number of expired protected timestamp records owned by auto_sql_stats_compaction jobs
jobs.auto_sql_stats_compaction.fail_or_cancel_completed.count,count,Number of auto_sql_stats_compaction jobs which successfully completed their failure or cancelation process
jobs.auto_sql_stats_compaction.fail_or_cancel_failed.count,count,Number of auto_sql_stats_compaction jobs which failed with a non-retriable error on their failure or cancelation process
jobs.auto_sql_stats_compaction.fail_or_cancel_retry_error.count,count,Number of auto_sql_stats_compaction jobs which failed with a retriable error on their failure or cancelation process
jobs.auto_sql_stats_compaction.protected_age_sec,gauge,"The age of the oldest PTS record protected by auto_sql_stats_compaction jobs
Shown as second"
jobs.auto_sql_stats_compaction.protected_record_count,gauge,Number of protected timestamp records held by auto_sql_stats_compaction jobs
jobs.auto_sql_stats_compaction.resume_completed.count,count,Number of auto_sql_stats_compaction jobs which successfully resumed to completion
jobs.auto_sql_stats_compaction.resume_failed.count,count,Number of auto_sql_stats_compaction jobs which failed with a non-retriable error
jobs.auto_sql_stats_compaction.resume_retry_error.count,count,Number of auto_sql_stats_compaction jobs which failed with a retriable error
jobs.auto_update_sql_activity.currently_idle,gauge,Number of auto_update_sql_activity jobs currently considered Idle and can be freely shut down
jobs.auto_update_sql_activity.currently_paused,gauge,Number of auto_update_sql_activity jobs currently considered Paused
jobs.auto_update_sql_activity.currently_running,gauge,Number of auto_update_sql_activity jobs currently running in Resume or OnFailOrCancel state
jobs.auto_update_sql_activity.expired_pts_records.count,count,Number of expired protected timestamp records owned by auto_update_sql_activity jobs
jobs.auto_update_sql_activity.fail_or_cancel_completed.count,count,Number of auto_update_sql_activity jobs which successfully completed their failure or cancelation process
jobs.auto_update_sql_activity.fail_or_cancel_failed.count,count,Number of auto_update_sql_activity jobs which failed with a non-retriable error on their failure or cancelation process
jobs.auto_update_sql_activity.fail_or_cancel_retry_error.count,count,Number of auto_update_sql_activity jobs which failed with a retriable error on their failure or cancelation process
jobs.auto_update_sql_activity.protected_age_sec,gauge,"The age of the oldest PTS record protected by auto_update_sql_activity jobs
Shown as second"
jobs.auto_update_sql_activity.protected_record_count,gauge,Number of protected timestamp records held by auto_update_sql_activity jobs
jobs.auto_update_sql_activity.resume_completed.count,count,Number of auto_update_sql_activity jobs which successfully resumed to completion
jobs.auto_update_sql_activity.resume_failed.count,count,Number of auto_update_sql_activity jobs which failed with a non-retriable error
jobs.auto_update_sql_activity.resume_retry_error.count,count,Number of auto_update_sql_activity jobs which failed with a retriable error
jobs.backup.currently_idle,gauge,"[OpenMetrics v1 & v2] Number of backup jobs currently considered Idle and can be freely shut down
Shown as job"
jobs.backup.currently_paused,gauge,Number of backup jobs currently considered Paused
jobs.backup.currently_running,gauge,"[OpenMetrics v1 & v2] Number of backup jobs currently running in Resume or OnFailOrCancel state
Shown as job"
jobs.backup.expired_pts_records.count,count,Number of expired protected timestamp records owned by backup jobs
jobs.backup.fail_or_cancel_completed.count,count,Number of backup jobs which successfully completed their failure or cancelation process
jobs.backup.fail_or_cancel_failed,count,"[OpenMetrics v1] Number of backup jobs which failed with a non-retriable error on their failure or cancelation process
Shown as job"
jobs.backup.fail_or_cancel_failed.count,count,"[OpenMetrics v2] Number of backup jobs which failed with a non-retriable error on their failure or cancelation process
Shown as job"
jobs.backup.fail_or_cancel_retry_error,count,"[OpenMetrics v1] Number of backup jobs which failed with a retriable error on their failure or cancelation process
Shown as job"
jobs.backup.fail_or_cancel_retry_error.count,count,"[OpenMetrics v2] Number of backup jobs which failed with a retriable error on their failure or cancelation process
Shown as job"
jobs.backup.protected_age_sec,gauge,"The age of the oldest PTS record protected by backup jobs
Shown as second"
jobs.backup.protected_record_count,gauge,Number of protected timestamp records held by backup jobs
jobs.backup.resume_completed.count,count,Number of backup jobs which successfully resumed to completion
jobs.backup.resume_failed,count,"[OpenMetrics v1] Number of backup jobs which failed with a non-retriable error
Shown as job"
jobs.backup.resume_failed.count,count,"[OpenMetrics v2] Number of backup jobs which failed with a non-retriable error
Shown as job"
jobs.backup.resume_retry_error,count,"[OpenMetrics v1] Number of backup jobs which failed with a retriable error
Shown as job"
jobs.backup.resume_retry_error.count,count,"[OpenMetrics v2] Number of backup jobs which failed with a retriable error
Shown as job"
jobs.changefeed.currently_idle,gauge,Number of changefeed jobs currently considered Idle and can be freely shut down
jobs.changefeed.currently_paused,gauge,Number of changefeed jobs currently considered Paused
jobs.changefeed.currently_running,gauge,Number of changefeed jobs currently running in Resume or OnFailOrCancel state
jobs.changefeed.expired_pts_records.count,count,Number of expired protected timestamp records owned by changefeed jobs
jobs.changefeed.fail_or_cancel_completed.count,count,Number of changefeed jobs which successfully completed their failure or cancelation process
jobs.changefeed.fail_or_cancel_failed.count,count,Number of changefeed jobs which failed with a non-retriable error on their failure or cancelation process
jobs.changefeed.fail_or_cancel_retry_error.count,count,Number of changefeed jobs which failed with a retriable error on their failure or cancelation process
jobs.changefeed.protected_age_sec,gauge,"The age of the oldest PTS record protected by changefeed jobs
Shown as second"
jobs.changefeed.protected_record_count,gauge,Number of protected timestamp records held by changefeed jobs
jobs.changefeed.resume.retry.error,count,[OpenMetrics v1] Number of changefeed jobs which failed with a retriable error
jobs.changefeed.resume.retry.error.count,count,[OpenMetrics v2] Number of changefeed jobs which failed with a retriable error
jobs.changefeed.resume_completed.count,count,Number of changefeed jobs which successfully resumed to completion
jobs.changefeed.resume_failed.count,count,Number of changefeed jobs which failed with a non-retriable error
jobs.changefeed.resume_retry_error.count,count,Number of changefeed jobs which failed with a retriable error
jobs.claimed_jobs.count,count,number of jobs claimed in job-adopt iterations
jobs.create.stats.currently_running,gauge,Number of create_stats jobs currently running in Resume or OnFailOrCancel state
jobs.create_stats.currently_idle,gauge,Number of create_stats jobs currently considered Idle and can be freely shut down
jobs.create_stats.currently_paused,gauge,Number of create_stats jobs currently considered Paused
jobs.create_stats.currently_running,gauge,Number of create_stats jobs currently running in Resume or OnFailOrCancel state
